,Country Name,Number of Companies,Investment Amount,Conference,Journal,Patent,Repository,Number of Companies Normalized,Investment Amount Normalized,Conference Normalized,Journal Normalized,Patent Normalized,Repository Normalized,Index Equal Metric Weights,Index Equal Pillar Weights,Index Andre Prefers,Rank Equal Metric Weights,Rank Equal Pillar Weights,Rank Andre Prefers,Rank Difference Max
79,Uruguay,0.0,0.0,2.00000002980232,0.0,0.0,2.16666668653488,0.0,0.0,0.029882522948641334,0.0,0.0,0.03563086882938926,0.06551339177803059,0.06551339177803059,0.06551339177803059,102.0,102.0,99.0,3.0
119,Bermuda,0.0,0.0,0.75,0.0,1.0,0.75,0.0,0.0,0.011205945938758906,0.0,0.036266924561530425,0.01233376217399637,0.0598066326742857,0.0598066326742857,0.0598066326742857,103.0,103.0,100.0,3.0
71,Uganda,0.0,0.0,1.50000002980232,2.0,0.0,1.25,0.0,0.0,0.02241189232280206,0.014427002020379507,0.0,0.020556270289993947,0.05739516463317551,0.05739516463317551,0.05739516463317551,104.0,104.0,101.0,3.0
130,Antigua And Barbuda,0.0,0.0,0.83333334326744,4.69444448500871,0.0,0.0,0.0,0.0,0.012451051191493536,0.03386338003489005,0.0,0.0,0.04631443122638358,0.04631443122638358,0.04631443122638358,105.0,105.0,104.0,1.0
109,Saint Kitts And Nevis,0.0,0.0,0.5,5.16666674613952,0.0,0.0,0.0,0.0,0.007470630625839271,0.03726975579259124,0.0,0.0,0.044740386418430506,0.044740386418430506,0.044740386418430506,106.0,106.0,105.0,1.0
162,Sudan,0.0,0.0,1.0,2.59285715222358,0.0,0.5,0.0,0.0,0.014941261251678542,0.018703577686842523,0.0,0.00822250811599758,0.04186734705451864,0.04186734705451864,0.04186734705451864,107.0,107.0,106.0,1.0
141,Fiji,0.0,0.0,0.33333334326744,2.33333334326744,0.0,1.16666668653488,0.0,0.0,0.004980420565654264,0.016831502428769112,0.0,0.01918585259739411,0.040997775591817484,0.040997775591817484,0.040997775591817484,108.0,108.0,107.0,1.0
147,Libya,0.0,0.0,2.0,1.03333334624767,0.0,0.0,0.0,0.0,0.029882522503357083,0.007453951137020325,0.0,0.0,0.037336473640377406,0.037336473640377406,0.037336473640377406,109.0,109.0,108.0,1.0
133,Botswana,0.0,0.0,1.0,2.66666668653488,0.0,0.0,0.0,0.0,0.014941261251678542,0.01923600283715872,0.0,0.0,0.03417726408883726,0.03417726408883726,0.03417726408883726,110.0,110.0,109.0,1.0
128,Albania,0.0,0.0,0.5,3.16666668653488,0.0,0.0,0.0,0.0,0.007470630625839271,0.022842753342253594,0.0,0.0,0.030313383968092866,0.030313383968092866,0.030313383968092866,111.0,111.0,110.0,1.0
67,Armenia,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029882522503357083,0.0,0.0,0.0,0.029882522503357083,0.029882522503357083,0.029882522503357083,112.0,112.0,111.0,1.0
161,Senegal,0.0,0.0,0.33333334326744,1.16666668653488,0.0,1.0,0.0,0.0,0.004980420565654264,0.008415751321874089,0.0,0.01644501623199516,0.029841188119523514,0.029841188119523514,0.029841188119523514,113.0,113.0,112.0,1.0
137,Cuba,0.0,0.0,0.83333334326744,1.83333334326744,0.0,0.25,0.0,0.0,0.012451051191493536,0.013224751923674236,0.0,0.00411125405799879,0.029787057173166563,0.029787057173166563,0.029787057173166563,114.0,114.0,113.0,1.0
158,Paraguay,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.02241189187751781,0.0036067505050948767,0.0,0.0,0.02601864238261269,0.02601864238261269,0.02601864238261269,115.0,115.0,114.0,1.0
87,Macedonia,0.0,0.0,1.0,1.25,0.0,0.0,0.0,0.0,0.014941261251678542,0.009016876262737191,0.0,0.0,0.023958137514415733,0.023958137514415733,0.023958137514415733,116.0,116.0,115.0,1.0
105,Uzbekistan,0.0,0.0,0.83333334326744,0.83333334326744,0.0,0.33333334326744,0.0,0.0,0.012451051191493536,0.0060112509134844835,0.0,0.005481672240698265,0.023943974345676286,0.023943974345676286,0.023943974345676286,117.0,117.0,116.0,1.0
95,Liechtenstein,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.02241189187751781,0.0,0.0,0.0,0.02241189187751781,0.02241189187751781,0.02241189187751781,118.0,118.0,117.0,1.0
122,Azerbaijan,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.011205945938758906,0.01082025151528463,0.0,0.0,0.022026197454043536,0.022026197454043536,0.022026197454043536,119.0,119.0,118.0,1.0
132,Bolivia,0.0,0.0,1.33333334326744,0.0,0.0,0.0,0.0,0.0,0.019921681817332806,0.0,0.0,0.0,0.019921681817332806,0.019921681817332806,0.019921681817332806,120.0,120.0,119.0,1.0
94,Mauritius,0.0,0.0,0.5,1.64285714924335,0.0,0.0,0.0,0.0,0.007470630625839271,0.011850751705664363,0.0,0.0,0.019321382331503635,0.019321382331503635,0.019321382331503635,121.0,121.0,120.0,1.0
159,Rwanda,0.0,0.0,0.0,2.33333334326744,0.0,0.0,0.0,0.0,0.0,0.016831502428769112,0.0,0.0,0.016831502428769112,0.016831502428769112,0.016831502428769112,122.0,122.0,121.0,1.0
115,Jamaica,0.0,0.0,0.5,0.642857149243354,0.0,0.0,0.0,0.0,0.007470630625839271,0.0046372506954746396,0.0,0.0,0.01210788132131391,0.01210788132131391,0.01210788132131391,123.0,123.0,122.0,1.0
151,Monaco,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.01082025151528463,0.0,0.0,0.01082025151528463,0.01082025151528463,0.01082025151528463,124.0,124.0,123.0,1.0
90,Zambia,0.0,0.0,0.0,0.33333334326744,0.0,0.5,0.0,0.0,0.0,0.0024045004083896064,0.0,0.00822250811599758,0.010627008524387187,0.010627008524387187,0.010627008524387187,125.0,125.0,124.0,1.0
157,Papua New Guinea,0.0,0.0,0.0,1.45000000298023,0.0,0.0,0.0,0.0,0.0,0.010459576486273034,0.0,0.0,0.010459576486273034,0.010459576486273034,0.010459576486273034,126.0,126.0,125.0,1.0
129,Angola,0.0,0.0,0.33333334326744,0.5,0.0,0.0,0.0,0.0,0.004980420565654264,0.0036067505050948767,0.0,0.0,0.00858717107074914,0.00858717107074914,0.00858717107074914,127.0,127.0,126.0,1.0
145,Laos,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0036067505050948767,0.0,0.00411125405799879,0.007718004563093666,0.007718004563093666,0.007718004563093666,128.0,128.0,128.0,0.0
146,Lesotho,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.007470630625839271,0.0,0.0,0.0,0.007470630625839271,0.007470630625839271,0.007470630625839271,129.5,129.5,129.5,0.0
93,Moldova,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.007470630625839271,0.0,0.0,0.0,0.007470630625839271,0.007470630625839271,0.007470630625839271,129.5,129.5,129.5,0.0
107,Sierra Leone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
89,Dominican Republic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
156,Palau,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
111,Panama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
142,French Polynesia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
139,Eswatini,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007213501010189753,0.0,0.0,0.007213501010189753,0.007213501010189753,0.007213501010189753,133.5,133.5,133.5,0.0
131,Benin,0.0,0.0,0.33333334326744,0.25,0.0,0.0,0.0,0.0,0.004980420565654264,0.0018033752525474383,0.0,0.0,0.006783795818201702,0.006783795818201702,0.006783795818201702,137.0,137.0,137.0,0.0
149,Malawi,0.0,0.0,0.0,0.142857149243354,0.0,0.33333334326744,0.0,0.0,0.0,0.0010305001903797625,0.0,0.005481672240698265,0.0065121724310780275,0.0065121724310780275,0.0065121724310780275,138.0,138.0,138.0,0.0
86,Mongolia,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.005410125757642315,0.0,0.0,0.005410125757642315,0.005410125757642315,0.005410125757642315,139.0,139.0,139.0,0.0
98,Guatemala,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0036067505050948767,0.0,0.0,0.0036067505050948767,0.0036067505050948767,0.0036067505050948767,140.0,141.0,140.0,1.0
84,Costa Rica,0.0,400000.0,0.0,0.25,0.0,0.0,0.0,0.0016951263279199262,0.0,0.0018033752525474383,0.0,0.0,0.0034985015804673645,0.005193627908387291,0.008583880564227143,141.0,140.0,127.0,14.0
154,Niger,0.0,0.0,0.0,0.33333334326744,0.0,0.0,0.0,0.0,0.0,0.0024045004083896064,0.0,0.0,0.0024045004083896064,0.0024045004083896064,0.0024045004083896064,143.0,143.0,142.0,1.0
140,Faroe Islands,0.0,0.0,0.0,0.33333334326744,0.0,0.0,0.0,0.0,0.0,0.0024045004083896064,0.0,0.0,0.0024045004083896064,0.0024045004083896064,0.0024045004083896064,143.0,143.0,142.0,1.0
160,R��Union,0.0,0.0,0.0,0.33333334326744,0.0,0.0,0.0,0.0,0.0,0.0024045004083896064,0.0,0.0,0.0024045004083896064,0.0024045004083896064,0.0024045004083896064,143.0,143.0,142.0,1.0
136,Congo (Democratic Republic Of The),0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0018033752525474383,0.0,0.0,0.0018033752525474383,0.0018033752525474383,0.0018033752525474383,145.5,145.5,144.5,1.0
138,C��Te D'Ivoire,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0018033752525474383,0.0,0.0,0.0018033752525474383,0.0018033752525474383,0.0018033752525474383,145.5,145.5,144.5,1.0
150,Mali,0.0,0.0,0.0,0.16666667163372,0.0,0.0,0.0,0.0,0.0,0.0012022502041948032,0.0,0.0,0.0012022502041948032,0.0012022502041948032,0.0012022502041948032,147.0,147.0,146.0,1.0
114,Jersey,0.0,0.0,0.0,0.142857149243354,0.0,0.0,0.0,0.0,0.0,0.0010305001903797625,0.0,0.0,0.0010305001903797625,0.0010305001903797625,0.0010305001903797625,148.0,148.0,147.0,1.0
113,Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
121,Bahamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
126,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
85,Trinidad And Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
106,The Democratic Republic Of Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
96,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
118,Curaçao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
108,Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
88,El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
116,Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
92,Palestine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
99,Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
120,Belize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
81,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,155.5,155.0,0.5
